0.01;2.09544e-05
0.02;0.000104761
0.03;0.000272256
0.04;0.00052309
0.05;0.000856734
0.06;0.00127262
0.07;0.00177018
0.08;0.00234886
0.09;0.00300808
0.1;0.00374728
0.11;0.00456592
0.12;0.00546344
0.13;0.00643928
0.14;0.0074929
0.15;0.00862374
0.16;0.00983127
0.17;0.0111149
0.18;0.0124742
0.19;0.0139086
0.2;0.0154175
0.21;0.0170003
0.22;0.0186567
0.23;0.020386
0.24;0.0221878
0.25;0.0240614
0.26;0.0260065
0.27;0.0280224
0.28;0.0301087
0.29;0.0322648
0.3;0.0344903
0.31;0.0367847
0.32;0.0391473
0.33;0.0415779
0.34;0.0440757
0.35;0.0466405
0.36;0.0492715
0.37;0.0519685
0.38;0.0547308
0.39;0.0575581
0.4;0.0604498
0.41;0.0634054
0.42;0.0664245
0.43;0.0695065
0.44;0.0726512
0.45;0.0758578
0.46;0.0791261
0.47;0.0824555
0.48;0.0858456
0.49;0.0892959
0.5;0.0928059
0.51;0.0963753
0.52;0.100003
0.53;0.10369
0.54;0.107435
0.55;0.111237
0.56;0.115096
0.57;0.119012
0.58;0.122984
0.59;0.127012
0.6;0.131095
0.61;0.135233
0.62;0.139426
0.63;0.143673
0.64;0.147973
0.65;0.152327
0.66;0.156733
0.67;0.161192
0.68;0.165703
0.69;0.170265
0.7;0.174879
0.71;0.179543
0.72;0.184258
0.73;0.189023
0.74;0.193838
0.75;0.198701
0.76;0.203614
0.77;0.208575
0.78;0.213584
0.79;0.218641
0.8;0.223745
0.81;0.228896
0.82;0.234093
0.83;0.239337
0.84;0.244626
0.85;0.249961
0.86;0.255341
0.87;0.260765
0.88;0.266234
0.89;0.271747
0.9;0.277304
0.91;0.282903
0.92;0.288546
0.93;0.294231
0.94;0.299959
0.95;0.305728
0.96;0.311539
0.97;0.317391
0.98;0.323284
0.99;0.329217
1;0.335191
1.01;0.341204
1.02;0.347257
1.03;0.353349
1.04;0.35948
1.05;0.365649
1.06;0.371857
1.07;0.378103
1.08;0.384386
1.09;0.390706
